timestamp,value
2022-02-24T00:00:00.000+0100,22572
2022-02-25T00:00:00.000+0100,30885
2022-02-26T00:00:00.000+0100,25758
2022-02-27T00:00:00.000+0100,17958
2022-02-28T00:00:00.000+0100,25204
2022-03-01T00:00:00.000+0100,27864
2022-03-02T00:00:00.000+0100,27612
2022-03-03T00:00:00.000+0100,11831
2022-03-04T00:00:00.000+0100,22702
2022-03-05T00:00:00.000+0100,25622
2022-03-06T00:00:00.000+0100,17912
2022-03-07T00:00:00.000+0100,28344
2022-03-08T00:00:00.000+0100,29603
2022-03-09T00:00:00.000+0100,29303
2022-03-10T00:00:00.000+0100,29659
2022-03-11T00:00:00.000+0100,29813
2022-03-12T00:00:00.000+0100,23957
2022-03-13T00:00:00.000+0100,17615
2022-03-14T00:00:00.000+0100,28224
2022-03-15T00:00:00.000+0100,28513
2022-03-16T00:00:00.000+0100,29528
2022-03-17T00:00:00.000+0100,29932
2022-03-18T00:00:00.000+0100,29636
2022-03-19T00:00:00.000+0100,24377
2022-03-20T00:00:00.000+0100,17409
2022-03-21T00:00:00.000+0100,26500
2022-03-22T00:00:00.000+0100,59188
2022-03-23T00:00:00.000+0100,7456
2022-03-24T00:00:00.000+0100,0
2022-03-25T00:00:00.000+0100,0
2022-03-26T00:00:00.000+0100,0
2022-03-27T00:00:00.000+0100,0
2022-03-28T00:00:00.000+0100,0
2022-03-29T00:00:00.000+0100,0

